date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:22	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2267b63b87-239b%22	https://transvelo.github.io/robots.txt		(from )
10:05:22	163813/163813	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-27fe5%22	https://transvelo.github.io/mediacenter-html/	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/index.html	(from )
10:05:22	121201/121201	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-1d971%22	https://transvelo.github.io/mediacenter-html/assets/css/bootstrap.min.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/bootstrap.min.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:22	122452/122452	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-1de54%22	https://transvelo.github.io/mediacenter-html/assets/css/style.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/style.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:22	5882/5882	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16fa%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/green.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/green.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:23	4164/4164	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-1044%22	https://transvelo.github.io/mediacenter-html/assets/css/owl.carousel.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/owl.carousel.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:23	4821/4821	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-12d5%22	https://transvelo.github.io/mediacenter-html/assets/css/owl.transitions.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/owl.transitions.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:23	55844/55844	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-da24%22	https://transvelo.github.io/mediacenter-html/assets/css/animate.min.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/animate.min.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:23	873/873	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-369%22	https://transvelo.github.io/mediacenter-html/assets/css/config.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/config.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:24	5881/5881	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16f9%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/blue.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/blue.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:24	5880/5880	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16f8%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/red.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/red.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:24	5883/5883	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16fb%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/orange.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/orange.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:24	5881/5881	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16f9%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/navy.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/navy.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:24	5887/5887	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-16ff%22	https://transvelo.github.io/mediacenter-html/assets/css/colors/dark-green.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/colors/dark-green.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:25	20777/20777	---M-Z	200	added ('OK')	text/css	etag:W/%225891e19d-5129%22	https://transvelo.github.io/mediacenter-html/assets/css/font-awesome.min.css	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/css/font-awesome.min.css	(from https://transvelo.github.io/mediacenter-html/)
10:05:25	1150/1150	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%225891e19d-47e%22	https://transvelo.github.io/mediacenter-html/assets/images/favicon.ico	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/favicon.ico	(from https://transvelo.github.io/mediacenter-html/)
10:05:26	163813/163813	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-27fe5%22	https://transvelo.github.io/mediacenter-html/index.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/index-2.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:26	82216/82216	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-14128%22	https://transvelo.github.io/mediacenter-html/blog.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/blog.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:26	72152/72152	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-119d8%22	https://transvelo.github.io/mediacenter-html/faq.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/faq.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:26	62286/62286	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-f34e%22	https://transvelo.github.io/mediacenter-html/contact.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/contact.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:27	143444/143444	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-23054%22	https://transvelo.github.io/mediacenter-html/index-2.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/index-3.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:27	137075/137075	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-21773%22	https://transvelo.github.io/mediacenter-html/category-grid.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/category-grid.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:27	124109/124109	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-1e4cd%22	https://transvelo.github.io/mediacenter-html/category-grid-2.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/category-grid-2.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:28	125880/125880	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-1ebb8%22	https://transvelo.github.io/mediacenter-html/single-product.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/single-product.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:28	100146/100146	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-18732%22	https://transvelo.github.io/mediacenter-html/single-product-sidebar.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/single-product-sidebar.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:28	68189/68189	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-10a5d%22	https://transvelo.github.io/mediacenter-html/cart.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/cart.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:29	68912/68912	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-10d30%22	https://transvelo.github.io/mediacenter-html/checkout.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/checkout.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:29	69865/69865	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-110e9%22	https://transvelo.github.io/mediacenter-html/about.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/about.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:30	70889/70889	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-114e9%22	https://transvelo.github.io/mediacenter-html/blog-fullwidth.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/blog-fullwidth.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:30	81647/81647	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-13eef%22	https://transvelo.github.io/mediacenter-html/blog-post.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/blog-post.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:30	66265/66265	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-102d9%22	https://transvelo.github.io/mediacenter-html/terms.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/terms.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:30	63139/63139	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-f6a3%22	https://transvelo.github.io/mediacenter-html/authentication.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/authentication.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:31	50724/50724	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-c624%22	https://transvelo.github.io/mediacenter-html/404.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/404.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:31	67492/67492	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-107a4%22	https://transvelo.github.io/mediacenter-html/wishlist.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/wishlist.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:31	68018/68018	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-109b2%22	https://transvelo.github.io/mediacenter-html/compare.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/compare.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:32	64410/64410	---M-Z	200	added ('OK')	text/html	etag:W/%225891e19d-fb9a%22	https://transvelo.github.io/mediacenter-html/track-your-order.html	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/track-your-order.html	(from https://transvelo.github.io/mediacenter-html/)
10:05:32	1922/1922	---M--	200	added ('OK')	image/png	etag:%225891e19d-782%22	https://transvelo.github.io/mediacenter-html/assets/images/icon-cart.png	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/icon-cart.png	(from https://transvelo.github.io/mediacenter-html/)
10:05:32	3238/3238	---M--	200	added ('OK')	image/jpeg	etag:%225891e19d-ca6%22	https://transvelo.github.io/mediacenter-html/assets/images/products/product-small-01.jpg	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/products/product-small-01.jpg	(from https://transvelo.github.io/mediacenter-html/)
10:05:32	50724/50724	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225891e19d-c624%22	https://transvelo.github.io/mediacenter-html/cart.html&style=alt2	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/cart.html&style=alt2	(from https://transvelo.github.io/mediacenter-html/)
10:05:33	147304/147304	---M--	200	added ('OK')	image/png	etag:%225891e19d-23f68%22	https://transvelo.github.io/mediacenter-html/assets/images/banners/banner-side.png	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/banners/banner-side.png	(from https://transvelo.github.io/mediacenter-html/)
10:05:33	280455/280455	---M--	200	added ('OK')	image/jpeg	etag:%225891e19d-44787%22	https://transvelo.github.io/mediacenter-html/assets/images/sliders/slider01.jpg	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/sliders/slider01.jpg	(from https://transvelo.github.io/mediacenter-html/)
10:05:33	333025/333025	---M--	200	added ('OK')	image/jpeg	etag:%225891e19d-514e1%22	https://transvelo.github.io/mediacenter-html/assets/images/sliders/slider03.jpg	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/sliders/slider03.jpg	(from https://transvelo.github.io/mediacenter-html/)
10:05:34	42/42	---M--	200	added ('OK')	image/gif	etag:%225891e19d-2a%22	https://transvelo.github.io/mediacenter-html/assets/images/blank.gif	C:/Users/hungs/Desktop/theme%2022/transvelo.github.io/mediacenter-html/assets/images/blank.gif	(from https://transvelo.github.io/mediacenter-html/)
